№ п/п,Дата,Время начала,Время окон- чания,Тип занятий,Участвуют группы,Участвуют подгруппы,Дисциплина,Число сту- дентов,Поме- щение,Преподаватель
85,29.04.2022пятница,14.3,16.0,прак. занятие,ЗЛМ-1911,,Управленческо-организационные основы логистики,25,,доц. Лукин Олег Анатольевич
86,30.04.2022суббота,9.0,10.3,прак. занятие,ЗЛМ-1911,,Управленческо-организационные основы логистики,25,,доц. Лукин Олег Анатольевич
87,30.04.2022суббота,10.4,12.1,прак. занятие,ЗЛМ-1911,,Управленческо-организационные основы логистики,25,,доц. Лукин Олег Анатольевич
88,30.04.2022суббота,12.2,13.5,прак. занятие,ЗЛМ-1911,,Экономико-математическое моделирование логистических систем и цепей поставок,25,,доц. Лукин Олег Анатольевич
89,30.05.2022понедельник,11.25,12.1,консультация,ЗЛМ-1911,,Управление логистической инфраструктурой,25,511 (I),доц. Панько Юлия Владимировна
90,31.05.2022вторник,9.0,10.3,лекция,ЗЛМ-1911,,Организация логистического управления на предприятии,25,535 (I),доц. Сибирко Иван Владимирович
91,31.05.2022вторник,10.4,12.1,лекция,ЗЛМ-1911,,Организация логистического управления на предприятии,25,535 (I),доц. Сибирко Иван Владимирович
92,31.05.2022вторник,12.2,13.5,прак. занятие,ЗЛМ-1911,,Организация логистического управления на предприятии,25,535 (I),доц. Сибирко Иван Владимирович
93,31.05.2022вторник,14.3,16.0,прак. занятие,ЗЛМ-1911,,Организация логистического управления на предприятии,25,535 (I),доц. Сибирко Иван Владимирович
94,31.05.2022вторник,16.1,16.55,консультация,ЗЛМ-1911,,Контроллинг в экономической сфере,25,535 (I),доц. Охотников Илья Викторович
95,01.06.2022среда,9.0,10.3,прак. занятие,ЗЛМ-1911,,Организация логистического управления на предприятии,25,526 (I),доц. Сибирко Иван Владимирович
96,01.06.2022среда,10.4,12.1,прак. занятие,ЗЛМ-1911,,Организация логистического управления на предприятии,25,526 (I),доц. Сибирко Иван Владимирович
97,01.06.2022среда,12.2,13.5,зачет,ЗЛМ-1911,,Комплексная безопасность цепей поставок,25,535 (I),доц. Охотников Илья Викторович
98,01.06.2022среда,14.3,16.0,зачет,ЗЛМ-1911,,Комплексная безопасность цепей поставок,25,535 (I),доц. Охотников Илья Викторович
99,02.06.2022четверг,12.2,13.5,защита кур. р.,ЗЛМ-1911,,Организация логистического управления на предприятии,25,511 (I),доц. Сибирко Иван Владимирович
100,02.06.2022четверг,14.3,16.0,защита кур. р.,ЗЛМ-1911,,Организация логистического управления на предприятии,25,511 (I),доц. Сибирко Иван Владимирович
101,02.06.2022четверг,16.1,16.55,консультация,ЗЛМ-1911,,Организация логистического управления на предприятии,25,445 (I),доц. Сибирко Иван Владимирович
102,03.06.2022пятница,9.0,10.3,экзамен,ЗЛМ-1911,,Организация логистического управления на предприятии,25,445 (I),доц. Сибирко Иван Владимирович
103,03.06.2022пятница,10.4,12.1,экзамен,ЗЛМ-1911,,Организация логистического управления на предприятии,25,445 (I),доц. Сибирко Иван Владимирович
104,03.06.2022пятница,14.3,16.0,лекция,ЗЛМ-1911,,Управление проектами в логистике,25,414 (I),доц. Паринов Денис Владимирович
105,03.06.2022пятница,16.1,17.4,прак. занятие,ЗЛМ-1911,,Управление проектами в логистике,25,414 (I),доц. Паринов Денис Владимирович
106,03.06.2022пятница,17.5,19.2,прак. занятие,ЗЛМ-1911,,Управление проектами в логистике,25,414 (I),доц. Паринов Денис Владимирович
107,03.06.2022пятница,19.3,20.15,консультация,ЗЛМ-1911,,Управление проектами в логистике,25,414 (I),доц. Паринов Денис Владимирович
108,03.06.2022пятница,20.2,21.05,консультация,ЗЛМ-1911,,Современный стратегический анализ,25,413 (I),доц. Паринов Денис Владимирович
109,04.06.2022суббота,10.4,12.1,зачет,ЗЛМ-1911,,Экономико-математическое моделирование логистических систем и цепей поставок,25,414 (I),доц. Лукин Олег Анатольевич
110,04.06.2022суббота,12.2,13.5,зачет,ЗЛМ-1911,,Экономико-математическое моделирование логистических систем и цепей поставок,25,414 (I),доц. Лукин Олег Анатольевич
111,04.06.2022суббота,14.3,16.0,экзамен,ЗЛМ-1911,,Управление проектами в логистике,25,413 (I),доц. Паринов Денис Владимирович
112,04.06.2022суббота,17.5,19.2,лекция,ЗЛМ-1911,,Современный стратегический анализ,25,413 (I),доц. Паринов Денис Владимирович
113,04.06.2022суббота,19.3,21.0,прак. занятие,ЗЛМ-1911,,Современный стратегический анализ,25,413 (I),доц. Паринов Денис Владимирович
114,06.06.2022понедельник,9.0,10.3,зачет,ЗЛМ-1911,,Управленческо-организационные основы логистики,25,414 (I),доц. Лукин Олег Анатольевич
115,06.06.2022понедельник,10.4,12.1,зачет,ЗЛМ-1911,,Управленческо-организационные основы логистики,25,414 (I),доц. Лукин Олег Анатольевич
116,07.06.2022вторник,14.3,16.0,прак. занятие,ЗЛМ-1911,,Современный стратегический анализ,25,413 (I),доц. Паринов Денис Владимирович
117,07.06.2022вторник,16.1,17.4,защита кур. р.,ЗЛМ-1911,,Современный стратегический анализ,25,413 (I),доц. Паринов Денис Владимирович
118,07.06.2022вторник,17.5,19.2,защита кур. р.,ЗЛМ-1911,,Современный стратегический анализ,25,413 (I),доц. Паринов Денис Владимирович
119,07.06.2022вторник,19.3,21.0,экзамен,ЗЛМ-1911,,Современный стратегический анализ,25,413 (I),доц. Паринов Денис Владимирович
120,08.06.2022среда,10.4,12.1,экзамен,ЗЛМ-1911,,Управление логистической инфраструктурой,25,414 (I),доц. Панько Юлия Владимировна
121,08.06.2022среда,12.2,13.5,экзамен,ЗЛМ-1911,,Управление логистической инфраструктурой,25,414 (I),доц. Панько Юлия Владимировна
1,04.10.2021понедельник,9.0,10.3,выд. зад.,ЗЛМ-2911,,Практика по получению профессиональных умений и опыта профессиональной деятельности,18,,доц. Степанян Тамара Мирзаевна
2,04.10.2021понедельник,10.4,12.1,диф. зачет,ЗЛМ-2911,,Практика по получению профессиональных умений и опыта профессиональной деятельности,18,,доц. Степанян Тамара Мирзаевна
3,10.01.2022понедельник,12.2,13.5,лекция,ЗЛМ-2911,,Интегрированная логистика и управление цепями поставок,18,413 (I),доц. Охотников Илья Викторович
4,10.01.2022понедельник,14.3,16.0,лекция,ЗЛМ-2911,,Интегрированная логистика и управление цепями поставок,18,413 (I),доц. Охотников Илья Викторович
5,11.01.2022вторник,9.0,10.3,лекция,ЗЛМ-2911,,Интегрированная логистика и управление цепями поставок,18,413 (I),доц. Охотников Илья Викторович
6,11.01.2022вторник,10.4,12.1,лекция,ЗЛМ-2911,,Интегрированная логистика и управление цепями поставок,18,413 (I),доц. Охотников Илья Викторович
7,11.01.2022вторник,12.2,13.5,лекция,ЗЛМ-2911,,Управление логистической инфраструктурой,18,413 (I),доц. Панько Юлия Владимировна
8,11.01.2022вторник,14.3,16.0,лекция,ЗЛМ-2911,,Управление логистической инфраструктурой,18,413 (I),доц. Панько Юлия Владимировна
9,12.01.2022среда,9.0,10.3,лекция,ЗЛМ-2911,,Управление логистической инфраструктурой,18,413 (I),доц. Панько Юлия Владимировна
10,12.01.2022среда,10.4,12.1,лекция,ЗЛМ-2911,,Управление логистической инфраструктурой,18,413 (I),доц. Панько Юлия Владимировна
11,12.01.2022среда,12.2,13.5,прак. занятие,ЗЛМ-2911,,Интегрированная логистика и управление цепями поставок,18,413 (I),доц. Охотников Илья Викторович
12,12.01.2022среда,14.3,16.0,прак. занятие,ЗЛМ-2911,,Интегрированная логистика и управление цепями поставок,18,413 (I),доц. Охотников Илья Викторович
13,13.01.2022четверг,9.0,10.3,прак. занятие,ЗЛМ-2911,,Управление логистической инфраструктурой,18,413 (I),доц. Панько Юлия Владимировна
14,13.01.2022четверг,10.4,12.1,прак. занятие,ЗЛМ-2911,,Управление логистической инфраструктурой,18,413 (I),доц. Панько Юлия Владимировна
15,13.01.2022четверг,12.2,13.5,прак. занятие,ЗЛМ-2911,,Интегрированная логистика и управление цепями поставок,18,413 (I),доц. Охотников Илья Викторович
16,13.01.2022четверг,14.3,16.0,прак. занятие,ЗЛМ-2911,,Интегрированная логистика и управление цепями поставок,18,413 (I),доц. Охотников Илья Викторович
17,14.01.2022пятница,14.3,16.0,лекция,ЗЛМ-2911,,Таможенное дело и право,18,413 (I),доц. Осипов Дмитрий Александрович
18,14.01.2022пятница,16.1,17.4,лекция,ЗЛМ-2911,,Таможенное дело и право,18,413 (I),доц. Осипов Дмитрий Александрович
19,14.01.2022пятница,17.5,19.2,прак. занятие,ЗЛМ-2911,,Таможенное дело и право,18,413 (I),доц. Осипов Дмитрий Александрович
20,14.01.2022пятница,19.3,21.0,прак. занятие,ЗЛМ-2911,,Таможенное дело и право,18,413 (I),доц. Осипов Дмитрий Александрович
21,15.01.2022суббота,9.0,10.3,лекция,ЗЛМ-2911,,Таможенное дело и право,18,413 (I),доц. Осипов Дмитрий Александрович
22,15.01.2022суббота,10.4,12.1,лекция,ЗЛМ-2911,,Таможенное дело и право,18,413 (I),доц. Осипов Дмитрий Александрович
23,15.01.2022суббота,12.2,13.5,прак. занятие,ЗЛМ-2911,,Таможенное дело и право,18,413 (I),доц. Осипов Дмитрий Александрович
24,15.01.2022суббота,14.3,16.0,прак. занятие,ЗЛМ-2911,,Таможенное дело и право,18,413 (I),доц. Осипов Дмитрий Александрович
25,17.01.2022понедельник,9.0,10.3,прак. занятие,ЗЛМ-2911,,Управление логистической инфраструктурой,18,528 (I),доц. Панько Юлия Владимировна
26,17.01.2022понедельник,10.4,12.1,прак. занятие,ЗЛМ-2911,,Управление логистической инфраструктурой,18,528 (I),доц. Панько Юлия Владимировна
27,18.01.2022вторник,12.2,13.5,выд. зад.,ЗЛМ-2911,,Ознакомительная практика,18,413 (I),доц. Степанян Тамара Мирзаевна
28,18.01.2022вторник,14.3,16.0,диф. зачет,ЗЛМ-2911,,Практика по получению профессиональных умений и опыта профессиональной деятельности,18,413 (I),доц. Степанян Тамара Мирзаевна
29,19.01.2022среда,14.3,16.0,лекция,ЗЛМ-2911,,Интеллектуальная собственность в таможенном деле,18,413 (I),доц. Осипов Дмитрий Александрович
30,19.01.2022среда,16.1,17.4,лекция,ЗЛМ-2911,,Интеллектуальная собственность в таможенном деле,18,413 (I),доц. Осипов Дмитрий Александрович
31,19.01.2022среда,17.5,19.2,прак. занятие,ЗЛМ-2911,,Интеллектуальная собственность в таможенном деле,18,413 (I),доц. Осипов Дмитрий Александрович
32,19.01.2022среда,19.3,21.0,прак. занятие,ЗЛМ-2911,,Интеллектуальная собственность в таможенном деле,18,413 (I),доц. Осипов Дмитрий Александрович
33,20.01.2022четверг,14.3,16.0,лекция,ЗЛМ-2911,,Интеллектуальная собственность в таможенном деле,18,266 (II),доц. Осипов Дмитрий Александрович
34,20.01.2022четверг,16.1,17.4,лекция,ЗЛМ-2911,,Интеллектуальная собственность в таможенном деле,18,266 (II),доц. Осипов Дмитрий Александрович
35,20.01.2022четверг,17.5,19.2,прак. занятие,ЗЛМ-2911,,Интеллектуальная собственность в таможенном деле,18,266 (II),доц. Осипов Дмитрий Александрович
36,20.01.2022четверг,19.3,21.0,прак. занятие,ЗЛМ-2911,,Интеллектуальная собственность в таможенном деле,18,266 (II),доц. Осипов Дмитрий Александрович
37,16.05.2022понедельник,14.3,16.0,диф. зачет,ЗЛМ-2911,,Ознакомительная практика,18,412 (I),доц. Степанян Тамара Мирзаевна
38,16.05.2022понедельник,16.1,17.4,диф. зачет,ЗЛМ-2911,,Ознакомительная практика,18,412 (I),доц. Степанян Тамара Мирзаевна
39,16.05.2022понедельник,17.5,18.35,консультация,ЗЛМ-2911,,Таможенное дело и право,18,413 (I),доц. Осипов Дмитрий Александрович
40,16.05.2022понедельник,18.4,19.25,консультация,ЗЛМ-2911,,Интеллектуальная собственность в таможенном деле,18,413 (I),доц. Осипов Дмитрий Александрович
41,17.05.2022вторник,12.2,13.5,защита к. пр.,ЗЛМ-2911,,Интегрированная логистика и управление цепями поставок,18,369 (II),доц. Охотников Илья Викторович
42,17.05.2022вторник,14.3,16.0,защита к. пр.,ЗЛМ-2911,,Интегрированная логистика и управление цепями поставок,18,369 (II),доц. Охотников Илья Викторович
43,17.05.2022вторник,16.1,16.55,консультация,ЗЛМ-2911,,Интегрированная логистика и управление цепями поставок,18,369 (II),доц. Охотников Илья Викторович
44,18.05.2022среда,14.3,16.0,защита кур. р.,ЗЛМ-2911,,Построение межфирменной логистической системы,18,413 (I),доц. Панько Юлия Владимировна
45,18.05.2022среда,16.1,17.4,защита кур. р.,ЗЛМ-2911,,Построение межфирменной логистической системы,18,413 (I),доц. Панько Юлия Владимировна
46,18.05.2022среда,17.5,19.2,экзамен,ЗЛМ-2911,,Таможенное дело и право,18,413 (I),доц. Осипов Дмитрий Александрович
47,18.05.2022среда,19.3,21.0,экзамен,ЗЛМ-2911,,Таможенное дело и право,18,413 (I),доц. Осипов Дмитрий Александрович
48,19.05.2022четверг,12.2,13.5,экзамен,ЗЛМ-2911,,Интегрированная логистика и управление цепями поставок,18,414 (I),доц. Охотников Илья Викторович
49,19.05.2022четверг,14.3,16.0,экзамен,ЗЛМ-2911,,Интегрированная логистика и управление цепями поставок,18,414 (I),доц. Охотников Илья Викторович
50,20.05.2022пятница,14.3,16.0,диф. зачет,ЗЛМ-2911,,Построение межфирменной логистической системы,18,413 (I),доц. Панько Юлия Владимировна
51,20.05.2022пятница,16.1,17.4,диф. зачет,ЗЛМ-2911,,Построение межфирменной логистической системы,18,414 (I),доц. Панько Юлия Владимировна
52,20.05.2022пятница,17.5,19.2,экзамен,ЗЛМ-2911,,Интеллектуальная собственность в таможенном деле,18,414 (I),доц. Осипов Дмитрий Александрович
53,20.05.2022пятница,19.3,21.0,экзамен,ЗЛМ-2911,,Интеллектуальная собственность в таможенном деле,18,414 (I),доц. Осипов Дмитрий Александрович
1,18.10.2021понедельник,14.3,16.0,выд. зад.,ЗЛМ-3911,,Преддипломная практика,23,522 (I),доц. Степанян Тамара Мирзаевна
2,14.12.2021вторник,14.3,16.0,диф. зачет,ЗЛМ-3911,,Преддипломная практика,23,413 (I),доц. Степанян Тамара Мирзаевна
1,18.10.2021понедельник,12.2,13.5,выд. зад.,ЗЧМ-3911,,Преддипломная практика,1,,доц. Степанян Тамара Мирзаевна
2,15.12.2021среда,12.2,13.5,диф. зачет,ЗЧМ-3911,,Преддипломная практика,1,,доц. Степанян Тамара Мирзаевна
Нет ничего,Нет ничего,Нет ничего,Нет ничего,Нет ничего,Нет ничего,Нет ничего,Нет ничего,Нет ничего,Нет ничего,Нет ничего
1,04.10.2021понедельник,14.3,16.0,лекция,ЗУУ-1911,,Технологии управления развитием персонала,11,374 (II),доц. Слабов Сергей Сергеевич
2,04.10.2021понедельник,16.1,17.4,лекция,ЗУУ-1911,,Технологии управления развитием персонала,11,512 (I),доц. Слабов Сергей Сергеевич
3,04.10.2021понедельник,17.5,19.2,прак. занятие,ЗУУ-1911,,Технологии управления развитием персонала,11,512 (I),доц. Слабов Сергей Сергеевич
4,04.10.2021понедельник,19.3,21.0,прак. занятие,ЗУУ-1911,,Технологии управления развитием персонала,11,512 (I),доц. Слабов Сергей Сергеевич
5,05.10.2021вторник,12.2,13.5,лекция,ЗУУ-1911,,Социальная политика государства и управление социальным развитием организации,11,106 (III),доц. Охотников Илья Викторович
6,05.10.2021вторник,14.3,16.0,прак. занятие,ЗУУ-1911,,Социальная политика государства и управление социальным развитием организации,11,106 (III),доц. Охотников Илья Викторович
7,05.10.2021вторник,16.1,17.4,лекция,ЗУУ-1911,,Организационный дизайн и управление оргагизационными изменениями,11,106 (III),доц. Мявлина Нурзидя Жаферовна
8,05.10.2021вторник,17.5,19.2,лекция,ЗУУ-1911,,Организационный дизайн и управление оргагизационными изменениями,11,106 (III),доц. Мявлина Нурзидя Жаферовна
9,06.10.2021среда,14.3,16.0,лекция,ЗУУ-1911,,Функционально-стоимостной анализ системы и технологии управления персоналом,11,513 (I),доц. Панько Юлия Владимировна
10,06.10.2021среда,16.1,17.4,лекция,ЗУУ-1911,,Функционально-стоимостной анализ системы и технологии управления персоналом,11,513 (I),доц. Панько Юлия Владимировна
11,06.10.2021среда,17.5,19.2,прак. занятие,ЗУУ-1911,,Функционально-стоимостной анализ системы и технологии управления персоналом,11,513 (I),доц. Панько Юлия Владимировна
12,07.10.2021четверг,13.3,14.15,орг. собрание,ЗУУ-1911,,не определена,11,250 (I),Лунькова Людмила Алексеевна
13,07.10.2021четверг,14.3,16.0,лекция,ЗУУ-1911,,Социальная политика государства и управление социальным развитием организации,11,269 (II),доц. Охотников Илья Викторович
14,07.10.2021четверг,16.1,17.4,прак. занятие,ЗУУ-1911,,Социальная политика государства и управление социальным развитием организации,11,269 (II),доц. Охотников Илья Викторович
15,08.10.2021пятница,14.3,16.0,лекция,ЗУУ-1911,,Функционально-стоимостной анализ системы и технологии управления персоналом,11,512 (I),доц. Панько Юлия Владимировна
16,08.10.2021пятница,16.1,17.4,прак. занятие,ЗУУ-1911,,Функционально-стоимостной анализ системы и технологии управления персоналом,11,512 (I),доц. Панько Юлия Владимировна
17,08.10.2021пятница,17.5,19.2,прак. занятие,ЗУУ-1911,,Функционально-стоимостной анализ системы и технологии управления персоналом,11,512 (I),доц. Панько Юлия Владимировна
18,09.10.2021суббота,10.4,12.1,лекция,ЗУУ-1911,,Экономико-правовое регулирование социально-трудовых отношений,11,515 (I),доц. Балашов Евгений Владимирович
19,09.10.2021суббота,12.2,13.5,лекция,ЗУУ-1911,,Экономико-правовое регулирование социально-трудовых отношений,11,515 (I),доц. Балашов Евгений Владимирович
20,09.10.2021суббота,14.3,16.0,прак. занятие,ЗУУ-1911,,Экономико-правовое регулирование социально-трудовых отношений,11,515 (I),доц. Балашов Евгений Владимирович
21,11.10.2021понедельник,14.3,16.0,лекция,ЗУУ-1911,,Экономико-правовое регулирование социально-трудовых отношений,11,105 (III),доц. Балашов Евгений Владимирович
22,11.10.2021понедельник,16.1,17.4,прак. занятие,ЗУУ-1911,,Экономико-правовое регулирование социально-трудовых отношений,11,106 (III),доц. Балашов Евгений Владимирович
23,11.10.2021понедельник,17.5,19.2,прак. занятие,ЗУУ-1911,,Экономико-правовое регулирование социально-трудовых отношений,11,106 (III),доц. Балашов Евгений Владимирович
24,12.10.2021вторник,9.0,10.3,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,267 (II),зав. каф. Маслова Мария Валерьевна
25,12.10.2021вторник,10.4,12.1,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,267 (II),зав. каф. Маслова Мария Валерьевна
26,12.10.2021вторник,12.2,13.5,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,267 (II),зав. каф. Маслова Мария Валерьевна
27,12.10.2021вторник,14.3,16.0,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,267 (II),зав. каф. Маслова Мария Валерьевна
28,13.10.2021среда,9.0,10.3,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,106 (III),зав. каф. Маслова Мария Валерьевна
29,13.10.2021среда,10.4,12.1,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,106 (III),зав. каф. Маслова Мария Валерьевна
30,13.10.2021среда,12.2,13.5,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,106 (III),зав. каф. Маслова Мария Валерьевна
31,13.10.2021среда,14.3,16.0,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,106 (III),зав. каф. Маслова Мария Валерьевна
32,14.10.2021четверг,9.0,10.3,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,513 (I),зав. каф. Маслова Мария Валерьевна
33,14.10.2021четверг,10.4,12.1,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,513 (I),зав. каф. Маслова Мария Валерьевна
34,14.10.2021четверг,12.2,13.5,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,513 (I),зав. каф. Маслова Мария Валерьевна
35,14.10.2021четверг,14.3,16.0,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,513 (I),зав. каф. Маслова Мария Валерьевна
36,17.01.2022понедельник,10.4,12.1,лекция,ЗУУ-1911,,Экономика труда и управление персоналом,11,413 (I),доц. Алексашина Татьяна Викторовна
37,17.01.2022понедельник,12.2,13.5,лекция,ЗУУ-1911,,Экономика труда и управление персоналом,11,413 (I),доц. Алексашина Татьяна Викторовна
38,17.01.2022понедельник,14.3,16.0,прак. занятие,ЗУУ-1911,,Экономика труда и управление персоналом,11,413 (I),доц. Алексашина Татьяна Викторовна
39,17.01.2022понедельник,16.1,17.4,прак. занятие,ЗУУ-1911,,Экономика труда и управление персоналом,11,413 (I),доц. Алексашина Татьяна Викторовна
40,18.01.2022вторник,9.0,10.3,лекция,ЗУУ-1911,,Организационный дизайн и управление оргагизационными изменениями,11,413 (I),доц. Мявлина Нурзидя Жаферовна
41,18.01.2022вторник,10.4,12.1,прак. занятие,ЗУУ-1911,,Организационный дизайн и управление оргагизационными изменениями,11,413 (I),доц. Мявлина Нурзидя Жаферовна
42,18.01.2022вторник,12.2,13.5,лекция,ЗУУ-1911,,Эффективные коммуникации в современной корпорации,11,511 (I),доц. Латышева Наталия Александровна
43,18.01.2022вторник,14.3,16.0,лекция,ЗУУ-1911,,Эффективные коммуникации в современной корпорации,11,511 (I),доц. Латышева Наталия Александровна
44,19.01.2022среда,9.0,10.3,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,514 (I),зав. каф. Маслова Мария Валерьевна
45,19.01.2022среда,10.4,12.1,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,514 (I),зав. каф. Маслова Мария Валерьевна
46,19.01.2022среда,12.2,13.5,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,514 (I),зав. каф. Маслова Мария Валерьевна
47,19.01.2022среда,14.3,16.0,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,514 (I),зав. каф. Маслова Мария Валерьевна
48,19.01.2022среда,16.1,17.4,лекция,ЗУУ-1911,,Стратегия и политика управления персоналом,11,513 (I),доц. Слабов Сергей Сергеевич
49,19.01.2022среда,17.5,19.2,лекция,ЗУУ-1911,,Стратегия и политика управления персоналом,11,513 (I),доц. Слабов Сергей Сергеевич
50,20.01.2022четверг,9.0,10.3,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,514 (I),зав. каф. Маслова Мария Валерьевна
51,20.01.2022четверг,10.4,12.1,прак. занятие,ЗУУ-1911,,Иностранный язык (английский),11,514 (I),зав. каф. Маслова Мария Валерьевна
52,20.01.2022четверг,12.2,13.5,лекция,ЗУУ-1911,,Эффективные коммуникации в современной корпорации,11,373 (II),доц. Латышева Наталия Александровна
53,20.01.2022четверг,14.3,16.0,прак. занятие,ЗУУ-1911,,Эффективные коммуникации в современной корпорации,11,373 (II),доц. Латышева Наталия Александровна
54,21.01.2022пятница,9.0,10.3,прак. занятие,ЗУУ-1911,,Эффективные коммуникации в современной корпорации,11,266 (II),доц. Латышева Наталия Александровна
55,21.01.2022пятница,10.4,12.1,прак. занятие,ЗУУ-1911,,Эффективные коммуникации в современной корпорации,11,266 (II),доц. Латышева Наталия Александровна
56,21.01.2022пятница,12.2,13.5,прак. занятие,ЗУУ-1911,,Организационный дизайн и управление оргагизационными изменениями,11,266 (II),доц. Мявлина Нурзидя Жаферовна
57,21.01.2022пятница,14.3,16.0,прак. занятие,ЗУУ-1911,,Организационный дизайн и управление оргагизационными изменениями,11,266 (II),доц. Мявлина Нурзидя Жаферовна
58,22.01.2022суббота,9.0,10.3,лекция,ЗУУ-1911,,Профессиональные навыки HR-менеджера,11,511 (I),доц. Паринов Денис Владимирович
59,22.01.2022суббота,10.4,12.1,лекция,ЗУУ-1911,,Профессиональные навыки HR-менеджера,11,511 (I),доц. Паринов Денис Владимирович
60,22.01.2022суббота,12.2,13.5,прак. занятие,ЗУУ-1911,,Профессиональные навыки HR-менеджера,11,511 (I),доц. Паринов Денис Владимирович
61,22.01.2022суббота,14.3,16.0,прак. занятие,ЗУУ-1911,,Профессиональные навыки HR-менеджера,11,511 (I),доц. Паринов Денис Владимирович
62,24.01.2022понедельник,12.2,13.5,зачет,ЗУУ-1911,,Социальная политика государства и управление социальным развитием организации,11,105 (III),доц. Охотников Илья Викторович
63,24.01.2022понедельник,14.3,16.0,лекция,ЗУУ-1911,,Стратегия и политика управления персоналом,11,105 (III),доц. Слабов Сергей Сергеевич
64,24.01.2022понедельник,16.1,17.4,лекция,ЗУУ-1911,,Стратегия и политика управления персоналом,11,105 (III),доц. Слабов Сергей Сергеевич
65,24.01.2022понедельник,17.5,19.2,прак. занятие,ЗУУ-1911,,Стратегия и политика управления персоналом,11,105 (III),доц. Слабов Сергей Сергеевич
66,25.01.2022вторник,10.4,12.1,лекция,ЗУУ-1911,,Модели организационного поведения,11,369 (II),доц. Курбацкая Татьяна Борисовна
67,25.01.2022вторник,12.2,13.5,лекция,ЗУУ-1911,,Модели организационного поведения,11,369 (II),доц. Курбацкая Татьяна Борисовна
68,25.01.2022вторник,14.3,16.0,прак. занятие,ЗУУ-1911,,Модели организационного поведения,11,369 (II),доц. Курбацкая Татьяна Борисовна
69,25.01.2022вторник,16.1,16.55,консультация,ЗУУ-1911,,Иностранный язык (английский),11,369 (II),зав. каф. Маслова Мария Валерьевна
70,26.01.2022среда,9.0,10.3,прак. занятие,ЗУУ-1911,,Стратегия и политика управления персоналом,11,513 (I),доц. Слабов Сергей Сергеевич
71,26.01.2022среда,10.4,12.1,прак. занятие,ЗУУ-1911,,Стратегия и политика управления персоналом,11,513 (I),доц. Слабов Сергей Сергеевич
72,26.01.2022среда,12.2,13.5,экзамен,ЗУУ-1911,,Иностранный язык (английский),11,318 (I),зав. каф. Маслова Мария Валерьевна
73,26.01.2022среда,14.3,16.0,экзамен,ЗУУ-1911,,Иностранный язык (английский),11,318 (I),зав. каф. Маслова Мария Валерьевна
74,27.01.2022четверг,9.0,10.3,лекция,ЗУУ-1911,,Модели организационного поведения,11,106 (III),доц. Курбацкая Татьяна Борисовна
75,27.01.2022четверг,10.4,12.1,прак. занятие,ЗУУ-1911,,Модели организационного поведения,11,106 (III),доц. Курбацкая Татьяна Борисовна
76,27.01.2022четверг,12.2,13.5,прак. занятие,ЗУУ-1911,,Модели организационного поведения,11,106 (III),доц. Курбацкая Татьяна Борисовна
77,27.01.2022четверг,14.3,16.0,лекция,ЗУУ-1911,,Правовая защита информации и информационных отношений,11,106 (III),доц. Недова Наталья Сергеевна
78,27.01.2022четверг,16.1,17.4,лекция,ЗУУ-1911,,Правовая защита информации и информационных отношений,11,106 (III),доц. Недова Наталья Сергеевна
79,28.01.2022пятница,9.0,10.3,лекция,ЗУУ-1911,,Лидерство,11,502 (I),доц. Латышева Наталия Александровна
80,28.01.2022пятница,10.4,12.1,лекция,ЗУУ-1911,,Лидерство,11,502 (I),доц. Латышева Наталия Александровна
81,28.01.2022пятница,12.2,13.5,прак. занятие,ЗУУ-1911,,Лидерство,11,502 (I),доц. Латышева Наталия Александровна
82,30.05.2022понедельник,10.4,12.1,лекция,ЗУУ-1911,,Деловая оценка персонала,11,413 (I),доц. Алексашина Татьяна Викторовна
83,30.05.2022понедельник,12.2,13.5,лекция,ЗУУ-1911,,Деловая оценка персонала,11,413 (I),доц. Алексашина Татьяна Викторовна
84,30.05.2022понедельник,14.3,16.0,прак. занятие,ЗУУ-1911,,Деловая оценка персонала,11,413 (I),доц. Алексашина Татьяна Викторовна
85,30.05.2022понедельник,16.1,17.4,зачет,ЗУУ-1911,,Экономика труда и управление персоналом,11,413 (I),доц. Алексашина Татьяна Викторовна
86,30.05.2022понедельник,17.5,19.2,зачет,ЗУУ-1911,,Экономика труда и управление персоналом,11,413 (I),доц. Алексашина Татьяна Викторовна
