№ п/п,Наименование,Адрес,"Площадь, кв.м.",Год,Категория,Статья расходов,Источник,"Расходы, руб."
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,Дератизация и дезинфекция , бюджет,28800.0
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,Дератизация и дезинфекция , внебюджет,49867.2
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", бюджет,0.0
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", внебюджет,5325.842696629214
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,6545.454545454545
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,"Очистка от снега,наледи и сосулек ", бюджет,89820.0
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,"Очистка от снега,наледи и сосулек ", внебюджет,159680.0
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,"Утилизация отходов, обезвреживание, утилизация объектов ", бюджет,0.0
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,"Утилизация отходов, обезвреживание, утилизация объектов ", внебюджет,16892.1437649922
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,"ТО водоподготовки, канализации, лабораторные исследования воды ", бюджет,0.0
